address,name,lat,lng,visit,category,sub_category
"서울특별시 은평구 연서로 137 (구산동, 영진빌딩)",영진빌딩 화장실,37.6111396,126.9169368,0,화장실,공중화장실
서울특별시 은평구 연서로 146,스타벅스 구산역점 화장실,37.6117171,126.9176171,0,화장실,공중화장실
서울특별시 은평구 연서로 213,맥도날드 연신내점 개방화장실,37.6175938,126.919214,0,화장실,개방화장실
서울특별시 은평구 연서로 214,알라딘중고서점 COFFEE 연신내점 화장실,37.6175183,126.9199253,0,화장실,공중화장실
서울특별시 은평구 연서로 216,스타벅스 연신내점,37.6177686,126.920095,0,화장실,공중화장실
"서울특별시 은평구 연서로 59 (역촌동, 역촌동주민센터)",역촌동주민센터 공중화장실,37.6043902,126.9150857,0,화장실,공중화장실
"서울특별시 은평구 연서로 지하 137-1 (구산동, 6호선 구산역사무소)",구산역 화장실,37.6111396,126.9169368,0,화장실,공중화장실
서울특별시 은평구 연서로17길 18-6,역촌중앙시장 개방화장실,37.6132742,126.9161606,0,화장실,개방화장실
서울특별시 은평구 연서로21길 15,길마어린이공원,37.614689,126.9156847,0,화장실,공중화장실
"서울특별시 은평구 연서로27길 31-6 (갈현동, 갈현2동주민센터)",갈현제2동주민센터 화장실,37.618528,126.9159129,0,화장실,공중화장실
서울특별시 은평구 연서로37가길 10-12,새장골어린이공원,37.6250917,126.9261777,0,화장실,공중화장실
"서울특별시 은평구 연서로6길 19 (역촌동, 역촌1치안센터)",역촌1치안센터 공중화장실,37.6044052,126.9179665,0,화장실,공중화장실
서울특별시 은평구 연서로6길 8-1,연서어린이공원 공중화장실,37.6040982,126.9166505,0,화장실,공중화장실
서울특별시 은평구 은평로 133,서부병원,37.600696,126.9225682,0,화장실,공중화장실
"서울특별시 은평구 은평로 136 (응암동, 은경빌딩)",은경빌딩 개방화장실,37.6002297,126.9230132,0,화장실,개방화장실
"서울특별시 은평구 은평로 170 (응암동, 상현빌딩)",상현빌딩 개방화장실,37.6010363,126.9267886,0,화장실,개방화장실
"서울특별시 은평구 은평로 181 (녹번동, 서일빌딩)",현대자동차 은평지점 화장실,37.6018065,126.9278522,0,화장실,공중화장실
서울특별시 은평구 은평로 204-4,녹번시장,37.6005617,126.9305835,0,화장실,공중화장실
"서울특별시 은평구 은평로 245 (녹번동, 은평소방서녹번119안전센터)",사회적경제허브센터 화장실,37.6011131,126.9348061,0,화장실,공중화장실
"서울특별시 은평구 은평로 26 (신사동, 신사동새마을금고)",신사동새마을금고,37.5977968,126.9108215,0,화장실,공중화장실
"서울특별시 은평구 은평로 28 (신사동, 신사1 치안센터)",신사1 치안센터,37.5978631,126.9109752,0,화장실,공중화장실
"서울특별시 은평구 은평로 28 (신사동, 신사1 치안센터)",신사1 치안센터 화장실,37.5978631,126.9109752,0,화장실,공중화장실
"서울특별시 은평구 은평로 38 (신사동, 신사종합사회복지관)",신사종합사회복지관,37.5979464,126.9121973,0,화장실,공중화장실
"서울특별시 은평구 은평로 38 (신사동, 신사종합사회복지관)",신사종합사회복지관 화장실,37.5979464,126.9121973,0,화장실,공중화장실
서울특별시 은평구 은평로11길 10,응암어린이공원 공중화장실,37.6016787,126.9235167,0,화장실,공중화장실
서울특별시 은평구 은평로13길 35,새록어린이공원 공중화장실,37.6039728,126.9237282,0,화장실,공중화장실
서울특별시 은평구 은평로21길 14-26 (녹번동),녹번종합사회복지관 화장실,37.6026699,126.9317526,0,화장실,공중화장실
서울특별시 은평구 은평로21길 32 (녹번동),즐거운반딧불이 화장실,37.6025651,126.9309274,0,화장실,공중화장실
"서울특별시 은평구 은평로21길 53 (녹번동, 홍익빌라)",cu편의점 은평구청점 화장실,37.6030224,126.9285007,0,화장실,공중화장실
서울특별시 은평구 은평로21길 8 (녹번동),cu편의점 은평녹번점 화장실,37.6016276,126.9333677,0,화장실,공중화장실
"서울특별시 은평구 은평로2길 2 (신사동, 신사1동주민센터)",신사1동주민센터,37.5977741,126.9118089,0,화장실,공중화장실
서울특별시 은평구 은평로8길 28,포수동어린이공원,37.5982091,126.9196683,0,화장실,공중화장실
"서울특별시 은평구 은평터널로 27 (수색동, 수색동주민센터)",수색동 주민센터 공중화장실,37.5841195,126.8975532,0,화장실,공중화장실
"서울특별시 은평구 은평터널로 48 (수색동, 은평종합사회복지관)",은평종합사회복지관 화장실,37.585027,126.8993332,0,화장실,공중화장실
"서울특별시 은평구 은평터널로 65 (수색동, 대림한숲타운아파트)",대림한숲타운 개방화장실,37.5865949,126.9003323,0,화장실,개방화장실
"서울특별시 은평구 은평터널로5길 6 (신사동, 신사지구대)",서울서부경찰서 신사지구대 공중화장실,37.591836,126.9053648,0,화장실,공중화장실
서울특별시 은평구 응암동 122-20(천),불광천 응암 공중화장실,37.596344,126.9153836,0,화장실,공중화장실
서울특별시 은평구 응암로 165 (응암동),푸르네 식자재마트 화장실,37.586961,126.9159025,0,화장실,공중화장실
서울특별시 은평구 응암로 177,롯데리아 응암오거리점 개방화장실,37.5878924,126.9162683,0,화장실,공중화장실
"서울특별시 은평구 응암로 178-1 (응암동, e푸른새마을금고)",MG 새마을금고 화장실,37.5872535,126.9196691,0,화장실,공중화장실
서울특별시 은평구 응암로 193,남창빌딩,37.5892259,126.9167551,0,화장실,공중화장실
"서울특별시 은평구 응암로 197 (응암동, 국민은행)",국민은행 이용고객 전용화장실,37.5895864,126.9168082,0,화장실,공중화장실
"서울특별시 은평구 응암로 217 (응암동, 하나은행)",하나은행 이용 전용화장실,37.594783,126.9184807,0,화장실,공중화장실
"서울특별시 은평구 응암로 239 (응암동, 우리은행)",우리은행 고객 전용화장실,37.5933082,126.9176691,0,화장실,공중화장실
서울특별시 은평구 응암로 357,경우회관 개방화장실,37.6030793,126.9222768,0,화장실,개방화장실
서울특별시 은평구 응암로 361 (녹번동),할머니추어탕 은평점 화장실,37.6033127,126.9222779,0,화장실,공중화장실
